-67.0613,-22.7477,-67.071,-26.2477,
-66.8213,-22.7484,-66.831,-26.2483,
-65.8213,-22.7511,-65.831,-26.2511,
-64.8213,-22.7539,-64.831,-26.2539,
-63.8213,-22.7567,-63.831,-26.2567,
-62.8213,-22.7595,-62.831,-26.2595,
-61.8213,-22.7622,-61.831,-26.2622,
-60.8213,-22.765,-60.831,-26.265,
-59.8213,-22.7678,-59.831,-26.2678,
-58.8213,-22.7706,-58.831,-26.2706,
-57.8213,-22.7734,-57.831,-26.2733,
-56.8213,-22.7761,-56.831,-26.2761,
-55.8213,-22.7789,-55.8311,-26.2789,
-54.8213,-22.7817,-54.8311,-26.2817,
-53.8213,-22.7845,-53.8311,-26.2845,
-52.8213,-22.7873,-52.8311,-26.2872,
-51.8213,-22.79,-51.8311,-26.29,
-50.8213,-22.7928,-50.8311,-26.2928,
-49.8214,-22.7956,-49.8311,-26.2956,
-48.8214,-22.7984,-48.8311,-26.2984,
-47.8214,-22.8011,-47.8311,-26.3011,
-46.8214,-22.8039,-46.8311,-26.3039,
-45.8214,-22.8067,-45.8311,-26.3067,
-44.8214,-22.8095,-44.8311,-26.3095,
-43.8214,-22.8123,-43.8311,-26.3122,
-42.8214,-22.815,-42.8311,-26.315,
-41.8214,-22.8178,-41.8311,-26.3178,
-40.8214,-22.8206,-40.8311,-26.3206,
-39.8214,-22.8234,-39.8311,-26.3234,
-38.8214,-22.8262,-38.8311,-26.3261,
-37.8214,-22.8289,-37.8311,-26.3289,
-36.8214,-22.8317,-36.8311,-26.3317,
-35.8214,-22.8345,-35.8311,-26.3345,
-34.8214,-22.8373,-34.8311,-26.3373,
-33.8214,-22.84,-33.8311,-26.34,
-32.8214,-22.8428,-32.8311,-26.3428,
-31.8214,-22.8456,-31.8311,-26.3456,
-30.8214,-22.8484,-30.8312,-26.3484,
-29.8214,-22.8512,-29.8312,-26.3511,
-28.8214,-22.8539,-28.8312,-26.3539,
-28.7114,-22.8542,-28.7212,-26.3542,
-28.5592,-14.8546,-28.5495,-11.3546,

-28.6892,-14.8543,-28.6795,-11.3543,
-29.6892,-14.8515,-29.6795,-11.3515,
-30.6892,-14.8487,-30.6795,-11.3487,
-31.6892,-14.8459,-31.6795,-11.346,
-32.6892,-14.8432,-32.6795,-11.3432,
-33.6892,-14.8404,-33.6795,-11.3404,
-34.6892,-14.8376,-34.6795,-11.3376,
-35.6892,-14.8348,-35.6795,-11.3348,
-36.6892,-14.832,-36.6794,-11.3321,
-37.6892,-14.8293,-37.6794,-11.3293,
-38.6892,-14.8265,-38.6794,-11.3265,
-39.6892,-14.8237,-39.6794,-11.3237,
-40.6892,-14.8209,-40.6794,-11.3209,
-41.6892,-14.8182,-41.6794,-11.3182,
-42.6891,-14.8154,-42.6794,-11.3154,
-43.6891,-14.8126,-43.6794,-11.3126,
-44.6891,-14.8098,-44.6794,-11.3098,
-45.6891,-14.807,-45.6794,-11.3071,
-46.6891,-14.8043,-46.6794,-11.3043,
-47.6891,-14.8015,-47.6794,-11.3015,
-48.6891,-14.7987,-48.6794,-11.2987,
-49.6891,-14.7959,-49.6794,-11.2959,
-50.6891,-14.7931,-50.6794,-11.2932,
-51.6891,-14.7904,-51.6794,-11.2904,
-52.6891,-14.7876,-52.6794,-11.2876,
-53.6891,-14.7848,-53.6794,-11.2848,
-54.6891,-14.782,-54.6794,-11.282,
-55.6891,-14.7793,-55.6794,-11.2793,
-56.6891,-14.7765,-56.6794,-11.2765,
-57.6891,-14.7737,-57.6794,-11.2737,
-58.6891,-14.7709,-58.6794,-11.2709,
-59.6891,-14.7681,-59.6794,-11.2682,
-60.6891,-14.7654,-60.6794,-11.2654,
-61.6891,-14.7626,-61.6793,-11.2626,
-62.6891,-14.7598,-62.6793,-11.2598,
-63.6891,-14.757,-63.6793,-11.257,
-64.6891,-14.7542,-64.6793,-11.2543,
-65.6891,-14.7515,-65.6793,-11.2515,
-66.6891,-14.7487,-66.6793,-11.2487,
-66.7991,-14.7484,-66.7893,-11.2484,
-47.0612,1.6895,-50.5615,1.7902,
-47.0451,0.6896,-50.5612,1.6796,

-47.0023,-0.3094,-50.5436,0.5864,
-46.9328,-1.307,-50.4967,-0.506,
-46.8367,-2.3023,-50.4208,-1.5967,
-46.7142,-3.2948,-50.3158,-2.685,
-46.5652,-4.2836,-50.1817,-3.7701,
-46.3898,-5.268,-50.0188,-4.8512,
-46.1883,-6.2475,-49.8271,-5.9277,
-45.9607,-7.2212,-49.6067,-6.9986,
-45.7072,-8.1885,-49.3579,-8.0632,
-45.4279,-9.1487,-49.0807,-9.1209,
-45.1249,-10.1017,-48.7754,-10.1708,
-44.8169,-11.0531,-48.4548,-11.1798,
-44.5089,-12.0044,-48.1467,-12.1312,
-44.2008,-12.9558,-47.8387,-13.0825,
-43.8863,-13.905,-47.5307,-14.0339,
-43.5135,-14.8327,-47.1799,-15.089,
-43.0731,-15.7302,-46.7106,-16.2569,
-42.5676,-16.5928,-46.1562,-17.387,
-41.9998,-17.4156,-45.5198,-18.4729,
-41.3726,-18.1942,-44.8048,-19.5089,
-40.6896,-18.9243,-44.0153,-20.4891,
-39.9545,-19.6019,-43.1553,-21.4083,
-39.1713,-20.2234,-42.2299,-22.2614,
-38.3443,-20.7852,-41.2438,-23.0438,
-37.478,-21.2843,-40.2026,-23.7511,
-36.5772,-21.718,-39.112,-24.3795,
-35.6469,-22.0839,-37.9779,-24.9255,
-34.692,-22.3801,-36.8066,-25.3862,
-33.7178,-22.6048,-35.6044,-25.7591,
-32.7296,-22.757,-34.3779,-26.042,
-31.733,-22.8356,-33.1338,-26.2335,
-30.7331,-22.8486,-31.879,-26.3325,
-29.7328,-22.8514,-30.7428,-26.3486,
-28.7328,-22.8542,-29.7425,-26.3514,
-28.7114,-22.8542,-28.7425,-26.3542,
82.4181,-23.163,82.4084,-26.663,
83.0481,-23.1648,83.0384,-26.6648,
84.0481,-23.1675,84.0384,-26.6675,
85.0481,-23.1703,85.0384,-26.6703,
86.0481,-23.1731,86.0384,-26.6731,
87.0481,-23.1759,87.0384,-26.6759,
88.0481,-23.1787,88.0384,-26.6786,

89.0481,-23.1814,89.0384,-26.6814,
90.0481,-23.1842,90.0384,-26.6842,
91.0481,-23.187,91.0384,-26.687,
92.0475,-23.1585,92.2592,-26.6521,
93.0431,-23.0661,93.4775,-26.5391,
94.0307,-22.9104,94.6862,-26.3484,
95.0064,-22.6918,95.8802,-26.081,
95.966,-22.4114,97.0547,-25.7377,
96.9059,-22.0701,98.2049,-25.3202,
97.8219,-21.6696,99.326,-24.8299,
98.7105,-21.2113,100.413,-24.2691,
99.568,-20.6971,101.463,-23.6398,
100.391,-20.1292,102.47,-22.9449,
101.176,-19.5099,103.431,-22.1869,
101.92,-18.8417,104.341,-21.3692,
102.619,-18.1273,105.197,-20.4949,
103.272,-17.3697,105.995,-19.5677,
103.88,-16.5765,106.705,-18.6429,
104.452,-15.7561,107.369,-17.691,
104.986,-14.9105,107.988,-16.7098,
105.48,-14.0413,108.561,-15.7012,
105.934,-13.1503,109.088,-14.6673,
106.346,-12.2395,109.567,-13.6105,
